concept,type,df_count,df_fraction,status
neurological etiology,SURFACE,1,0.025,KEPT
neurological evaluation,SURFACE,1,0.025,KEPT
neurological features,SURFACE,1,0.025,KEPT
neurological function,SURFACE,1,0.025,KEPT
neurological functions,SURFACE,1,0.025,KEPT
neurological history,SURFACE,1,0.025,KEPT
neurological illness,SURFACE,1,0.025,KEPT
neurological manifestations,SURFACE,1,0.025,KEPT
neurological outcomes,SURFACE,1,0.025,KEPT
neurological picture,SURFACE,1,0.025,KEPT
neurological presentation,SURFACE,1,0.025,KEPT
neurological signs,SURFACE,1,0.025,KEPT
neurological state,SURFACE,1,0.025,KEPT
neurological status,SURFACE,1,0.025,KEPT
neuron,SURFACE,1,0.025,KEPT
neuronal antibodies,SURFACE,1,0.025,KEPT
neurons,SURFACE,1,0.025,KEPT
neuropathies,SURFACE,1,0.025,KEPT
neuropsychological aspects,SURFACE,1,0.025,KEPT
neuropsychological assessment**,SURFACE,1,0.025,KEPT
neuropsychological assessments,SURFACE,1,0.025,KEPT
neuropsychological tests,SURFACE,1,0.025,KEPT
neurotoxicity,SURFACE,1,0.025,KEPT
neurotropic,SURFACE,1,0.025,KEPT
neurotropism,SURFACE,1,0.025,KEPT
neutrophilia,SURFACE,1,0.025,KEPT
neutrophilic leukocytosis,SURFACE,1,0.025,KEPT
never,SURFACE,1,0.025,KEPT
nevi,SURFACE,1,0.025,KEPT
nevoid basal cell carcinoma syndrome,SURFACE,1,0.025,KEPT
nevoid basal cell carcinoma syndrome)**,SURFACE,1,0.025,KEPT
nevus,SURFACE,1,0.025,KEPT
new symptoms,SURFACE,1,0.025,KEPT
newborn,SURFACE,1,0.025,KEPT
newborn's,SURFACE,1,0.025,KEPT
next actions,SURFACE,1,0.025,KEPT
next generation sequencing,SURFACE,1,0.025,KEPT
next generation sequencing)**,SURFACE,1,0.025,KEPT
next phases,SURFACE,1,0.025,KEPT
next stages,SURFACE,1,0.025,KEPT
"next steps

1. **bardet-biedl syndrome",SURFACE,1,0.025,KEPT
"next steps
1. **implementation",SURFACE,1,0.025,KEPT
"next steps
i",SURFACE,1,0.025,KEPT
next steps commence,SURFACE,1,0.025,KEPT
niche,SURFACE,1,0.025,KEPT
niemann-pick,SURFACE,1,0.025,KEPT
niemann-pick disease,SURFACE,1,0.025,KEPT
nighttime hours,SURFACE,1,0.025,KEPT
nighttime temperatures,SURFACE,1,0.025,KEPT
nipt,SURFACE,1,0.025,KEPT
nitroblue tetrazolium,SURFACE,1,0.025,KEPT
nmda,SURFACE,1,0.025,KEPT
nmda receptor,SURFACE,1,0.025,KEPT
nmol/hr/mg protein,SURFACE,1,0.025,KEPT
no 't' sign,SURFACE,1,0.025,KEPT
no adverse effects,SURFACE,1,0.025,KEPT
no allergies,SURFACE,1,0.025,KEPT
no bulge,SURFACE,1,0.025,KEPT
no distant disease,SURFACE,1,0.025,KEPT
no food,SURFACE,1,0.025,KEPT
no heart murmurs,SURFACE,1,0.025,KEPT
no history of,SURFACE,1,0.025,KEPT
no joint,SURFACE,1,0.025,KEPT
no left ureteral,SURFACE,1,0.025,KEPT
no organomegaly,SURFACE,1,0.025,KEPT
no pain,SURFACE,1,0.025,KEPT
no protein,SURFACE,1,0.025,KEPT
no ptosis,SURFACE,1,0.025,KEPT
no rashes,SURFACE,1,0.025,KEPT
no recurrences,SURFACE,1,0.025,KEPT
no red blood cells,SURFACE,1,0.025,KEPT
no reflux,SURFACE,1,0.025,KEPT
nodding,SURFACE,1,0.025,KEPT
nodular anterior scleritis,SURFACE,1,0.025,KEPT
nodular lesions,SURFACE,1,0.025,KEPT
nodules,SURFACE,1,0.025,KEPT
non-accidental fractures,SURFACE,1,0.025,KEPT
"non-consanguineous.\"",\n\n  \""clinical",SURFACE,1,0.025,KEPT
non-contrast,SURFACE,1,0.025,KEPT
non-contrast ct,SURFACE,1,0.025,KEPT
non-detectable,SURFACE,1,0.025,KEPT
non-disjunction,SURFACE,1,0.025,KEPT
non-epileptic,SURFACE,1,0.025,KEPT
non-epileptic events,SURFACE,1,0.025,KEPT
non-epileptic seizure,SURFACE,1,0.025,KEPT
non-epileptic seizures,SURFACE,1,0.025,KEPT
non-epileptic seizures**,SURFACE,1,0.025,KEPT
non-functional,SURFACE,1,0.025,KEPT
non-hodgkin's,SURFACE,1,0.025,KEPT
non-hodgkin's lymphoma,SURFACE,1,0.025,KEPT
non-infectious,SURFACE,1,0.025,KEPT
non-infectious autoimmune uveitides,SURFACE,1,0.025,KEPT
non-invasively,SURFACE,1,0.025,KEPT
non-lethal outcome,SURFACE,1,0.025,KEPT
non-lethal prognosis,SURFACE,1,0.025,KEPT
non-pruritic,SURFACE,1,0.025,KEPT
non-small cell lung cancer,SURFACE,1,0.025,KEPT
non-steroidal,SURFACE,1,0.025,KEPT
non-tender white papules,SURFACE,1,0.025,KEPT
non-verbal gestures,SURFACE,1,0.025,KEPT
noncompliant,SURFACE,1,0.025,KEPT
nonconsanguineous,SURFACE,1,0.025,KEPT
noninvasive,SURFACE,1,0.025,KEPT
noninvasive screening,SURFACE,1,0.025,KEPT
noninvasive testing,SURFACE,1,0.025,KEPT
nonspecific,SURFACE,1,0.025,KEPT
noonan syndrome,SURFACE,1,0.025,KEPT
normal,SURFACE,1,0.025,KEPT
normal arm span/height ratio,SURFACE,1,0.025,KEPT
normal atrial rhythm,SURFACE,1,0.025,KEPT
normal blood glucose,SURFACE,1,0.025,KEPT
normal bowel sounds,SURFACE,1,0.025,KEPT
normal cell count,SURFACE,1,0.025,KEPT
normal echocardiogram,SURFACE,1,0.025,KEPT
normal intraocular pressure,SURFACE,1,0.025,KEPT
normal libido,SURFACE,1,0.025,KEPT
normal range,SURFACE,1,0.025,KEPT
normal ranges,SURFACE,1,0.025,KEPT
normal results,SURFACE,1,0.025,KEPT
normal ribs,SURFACE,1,0.025,KEPT
normal stature,SURFACE,1,0.025,KEPT
normal structure,SURFACE,1,0.025,KEPT
normal valvular structure,SURFACE,1,0.025,KEPT
"normal.\"",\n\n",SURFACE,1,0.025,KEPT
normalized,SURFACE,1,0.025,KEPT
"normally.\"",\n\n",SURFACE,1,0.025,KEPT
normocytic anemia,SURFACE,1,0.025,KEPT
nose tip,SURFACE,1,0.025,KEPT
not,SURFACE,1,0.025,KEPT
notable,SURFACE,1,0.025,KEPT
"noted.\"",\n",SURFACE,1,0.025,KEPT
"noted.\"",\n  \""past medical history\",SURFACE,1,0.025,KEPT
nphp,SURFACE,1,0.025,KEPT
nras,SURFACE,1,0.025,KEPT
nrds,SURFACE,1,0.025,KEPT
nuchal fold,SURFACE,1,0.025,KEPT
nuclear layer,SURFACE,1,0.025,KEPT
numerical values,SURFACE,1,0.025,KEPT
nutrition,SURFACE,1,0.025,KEPT
nutritional,SURFACE,1,0.025,KEPT
nutritionists,SURFACE,1,0.025,KEPT
obesity syndromes,SURFACE,1,0.025,KEPT
obesity-related renal disease,SURFACE,1,0.025,KEPT
obesity-related renal disease**,SURFACE,1,0.025,KEPT
obesity-related syndromes,SURFACE,1,0.025,KEPT
obligatory,SURFACE,1,0.025,KEPT
obliquely,SURFACE,1,0.025,KEPT
observant,SURFACE,1,0.025,KEPT
observe changes,SURFACE,1,0.025,KEPT
obstructed,SURFACE,1,0.025,KEPT
obstructive,SURFACE,1,0.025,KEPT
obstructive patterns,SURFACE,1,0.025,KEPT
obstructive process,SURFACE,1,0.025,KEPT
obstructive pulmonary ventilation dysfunction,SURFACE,1,0.025,KEPT
obstructive thrombi,SURFACE,1,0.025,KEPT
obstructive thrombus,SURFACE,1,0.025,KEPT
obstructive uropathy,SURFACE,1,0.025,KEPT
obstructs,SURFACE,1,0.025,KEPT
obvious cysts,SURFACE,1,0.025,KEPT
occasional,SURFACE,1,0.025,KEPT
occasional hemoptysis,SURFACE,1,0.025,KEPT
occipital,SURFACE,1,0.025,KEPT
occipital discharges,SURFACE,1,0.025,KEPT
occipital regions,SURFACE,1,0.025,KEPT
occipitofrontal circumference,SURFACE,1,0.025,KEPT
occlusion,SURFACE,1,0.025,KEPT
occlusions,SURFACE,1,0.025,KEPT
occurrence,SURFACE,1,0.025,KEPT
octa,SURFACE,1,0.025,KEPT
ocular abduction failure,SURFACE,1,0.025,KEPT
ocular anomalies,SURFACE,1,0.025,KEPT
ocular complications,SURFACE,1,0.025,KEPT
ocular emergency,SURFACE,1,0.025,KEPT
ocular examination,SURFACE,1,0.025,KEPT
ocular examinations,SURFACE,1,0.025,KEPT
ocular features,SURFACE,1,0.025,KEPT
ocular findings,SURFACE,1,0.025,KEPT
ocular function,SURFACE,1,0.025,KEPT
ocular hypertelorism,SURFACE,1,0.025,KEPT
ocular hypertension,SURFACE,1,0.025,KEPT
ocular inflammation,SURFACE,1,0.025,KEPT
ocular mass,SURFACE,1,0.025,KEPT
ocular masses,SURFACE,1,0.025,KEPT
ocular motility,SURFACE,1,0.025,KEPT
ocular motor abnormalities,SURFACE,1,0.025,KEPT
ocular pathology,SURFACE,1,0.025,KEPT
ocular problems,SURFACE,1,0.025,KEPT
ocular ultrasound,SURFACE,1,0.025,KEPT
oculoauriculovertebral spectrum,SURFACE,1,0.025,KEPT
oculodentodigital syndrome,SURFACE,1,0.025,KEPT
ofc,SURFACE,1,0.025,KEPT
older sister,SURFACE,1,0.025,KEPT
older test,SURFACE,1,0.025,KEPT
oligodactyly,SURFACE,1,0.025,KEPT
oliguria,SURFACE,1,0.025,KEPT
omalizumab,SURFACE,1,0.025,KEPT
omission,SURFACE,1,0.025,KEPT
once results,SURFACE,1,0.025,KEPT
once stabilization,SURFACE,1,0.025,KEPT
oncological evaluations,SURFACE,1,0.025,KEPT
oncologist,SURFACE,1,0.025,KEPT
oncologists,SURFACE,1,0.025,KEPT
onl,SURFACE,1,0.025,KEPT
onset ages,SURFACE,1,0.025,KEPT
onset edema,SURFACE,1,0.025,KEPT
onsets,SURFACE,1,0.025,KEPT
opacity,SURFACE,1,0.025,KEPT
open bite,SURFACE,1,0.025,KEPT
opening,SURFACE,1,0.025,KEPT
openness,SURFACE,1,0.025,KEPT
operation,SURFACE,1,0.025,KEPT
operations,SURFACE,1,0.025,KEPT
ophthalmic evaluations,SURFACE,1,0.025,KEPT
ophthalmologic,SURFACE,1,0.025,KEPT
ophthalmologic assessment,SURFACE,1,0.025,KEPT
ophthalmologic evaluation,SURFACE,1,0.025,KEPT
ophthalmologic examination,SURFACE,1,0.025,KEPT
ophthalmological analysis,SURFACE,1,0.025,KEPT
ophthalmological assessment,SURFACE,1,0.025,KEPT
ophthalmological examination,SURFACE,1,0.025,KEPT
ophthalmology teams,SURFACE,1,0.025,KEPT
ophthalmoplegia,SURFACE,1,0.025,KEPT
opportunistic infection,SURFACE,1,0.025,KEPT
opportunities,SURFACE,1,0.025,KEPT
optic discs,SURFACE,1,0.025,KEPT
optical coherence tomography angiography,SURFACE,1,0.025,KEPT
optimal care,SURFACE,1,0.025,KEPT
optimally prepares,SURFACE,1,0.025,KEPT
opting,SURFACE,1,0.025,KEPT
option,SURFACE,1,0.025,KEPT
optokinetic,SURFACE,1,0.025,KEPT
oral administration,SURFACE,1,0.025,KEPT
oral anomalies,SURFACE,1,0.025,KEPT
oral corticosteroids,SURFACE,1,0.025,KEPT
oral glucose tolerance test,SURFACE,1,0.025,KEPT
oral intake,SURFACE,1,0.025,KEPT
oral rivaroxaban,SURFACE,1,0.025,KEPT
oral voriconazole,SURFACE,1,0.025,KEPT
oral/dental,SURFACE,1,0.025,KEPT
orbit,SURFACE,1,0.025,KEPT
orbit**,SURFACE,1,0.025,KEPT
orbital lesions,SURFACE,1,0.025,KEPT
order,SURFACE,1,0.025,KEPT
ordering,SURFACE,1,0.025,KEPT
organ dysfunction,SURFACE,1,0.025,KEPT
organ function tests**,SURFACE,1,0.025,KEPT
organic,SURFACE,1,0.025,KEPT
organic acid profile,SURFACE,1,0.025,KEPT
organic brain lesions,SURFACE,1,0.025,KEPT
organizational structure,SURFACE,1,0.025,KEPT
organizing discussions,SURFACE,1,0.025,KEPT
organomegaly,SURFACE,1,0.025,KEPT
origin,SURFACE,1,0.025,KEPT
original,SURFACE,1,0.025,KEPT
oromandibular,SURFACE,1,0.025,KEPT
orphanage,SURFACE,1,0.025,KEPT
orthodontic evaluation,SURFACE,1,0.025,KEPT
orthodontic evaluation**,SURFACE,1,0.025,KEPT
orthodontic issues,SURFACE,1,0.025,KEPT
orthodontics,SURFACE,1,0.025,KEPT
orthopaedic consultant,SURFACE,1,0.025,KEPT
orthopanoramic x-ray,SURFACE,1,0.025,KEPT
orthopedic interventions,SURFACE,1,0.025,KEPT
orthopedic specialist,SURFACE,1,0.025,KEPT
orthopedic specialist sooner,SURFACE,1,0.025,KEPT
orthopedics,SURFACE,1,0.025,KEPT
orthosis,SURFACE,1,0.025,KEPT
oscillating,SURFACE,1,0.025,KEPT
oscillopsia,SURFACE,1,0.025,KEPT
osteogenesis,SURFACE,1,0.025,KEPT
osteogenesis imperfecta**,SURFACE,1,0.025,KEPT
osteoporosis,SURFACE,1,0.025,KEPT
otolaryngologist,SURFACE,1,0.025,KEPT
"ou.\"",\n\n",SURFACE,1,0.025,KEPT
outdoor,SURFACE,1,0.025,KEPT
outer,SURFACE,1,0.025,KEPT
outer nuclear layer,SURFACE,1,0.025,KEPT
outflow,SURFACE,1,0.025,KEPT
outflow obstruction,SURFACE,1,0.025,KEPT
outflow obstruction**,SURFACE,1,0.025,KEPT
outflow obstruction**.,SURFACE,1,0.025,KEPT
"outline

1. **tuberculosis",SURFACE,1,0.025,KEPT
outlined path,SURFACE,1,0.025,KEPT
outlined testing,SURFACE,1,0.025,KEPT
outpatient,SURFACE,1,0.025,KEPT
outpatient clinic,SURFACE,1,0.025,KEPT
outpatient examinations,SURFACE,1,0.025,KEPT
outpatient procedure,SURFACE,1,0.025,KEPT
output,SURFACE,1,0.025,KEPT
outputs,SURFACE,1,0.025,KEPT
outward bending,SURFACE,1,0.025,KEPT
outwardly,SURFACE,1,0.025,KEPT
ovarian cancer,SURFACE,1,0.025,KEPT
ovarian cancer syndrome,SURFACE,1,0.025,KEPT
ovarian cancer syndrome**,SURFACE,1,0.025,KEPT
ovarian cysts,SURFACE,1,0.025,KEPT
ovarian cysts**,SURFACE,1,0.025,KEPT
ovarian function,SURFACE,1,0.025,KEPT
ovaries',SURFACE,1,0.025,KEPT
overall assessment,SURFACE,1,0.025,KEPT
overall care plan,SURFACE,1,0.025,KEPT
overall syndrome,SURFACE,1,0.025,KEPT
overarching,SURFACE,1,0.025,KEPT
overlap syndromes,SURFACE,1,0.025,KEPT
overlapping anomalies,SURFACE,1,0.025,KEPT
overlapping domains,SURFACE,1,0.025,KEPT
overlapping features**,SURFACE,1,0.025,KEPT
overlapping pathologies,SURFACE,1,0.025,KEPT
overload,SURFACE,1,0.025,KEPT
oversee,SURFACE,1,0.025,KEPT
overstated,SURFACE,1,0.025,KEPT
overt joint,SURFACE,1,0.025,KEPT
overt symptoms,SURFACE,1,0.025,KEPT
overview,SURFACE,1,0.025,KEPT
overwhelming,SURFACE,1,0.025,KEPT
oxidative burst activity,SURFACE,1,0.025,KEPT
oxidative stress,SURFACE,1,0.025,KEPT
oxygen,SURFACE,1,0.025,KEPT
p13 latency,SURFACE,1,0.025,KEPT
pachyonychia congenita,SURFACE,1,0.025,KEPT
paco2,SURFACE,1,0.025,KEPT
pah-targeted therapy,SURFACE,1,0.025,KEPT
"pain.\"",\n\n  \""physical",SURFACE,1,0.025,KEPT
painful,SURFACE,1,0.025,KEPT
"pakistan.\"",\n\n",SURFACE,1,0.025,KEPT
palatoversion,SURFACE,1,0.025,KEPT
palpation,SURFACE,1,0.025,KEPT
pan-systolic,SURFACE,1,0.025,KEPT
panbio\u2122,SURFACE,1,0.025,KEPT
pancreas,SURFACE,1,0.025,KEPT
pancreatic diseases,SURFACE,1,0.025,KEPT
pancreatic malignancy,SURFACE,1,0.025,KEPT
pancreatitis,SURFACE,1,0.025,KEPT
panel,SURFACE,1,0.025,KEPT
pantonal,SURFACE,1,0.025,KEPT
pap,SURFACE,1,0.025,KEPT
papilloma,SURFACE,1,0.025,KEPT
papilloma**,SURFACE,1,0.025,KEPT
papp-a,SURFACE,1,0.025,KEPT
papular,SURFACE,1,0.025,KEPT
parallel,SURFACE,1,0.025,KEPT
parallels,SURFACE,1,0.025,KEPT
parameters**,SURFACE,1,0.025,KEPT
parasitic infections**,SURFACE,1,0.025,KEPT
parenchymal abnormalities,SURFACE,1,0.025,KEPT
parenchymal issues,SURFACE,1,0.025,KEPT
parents',SURFACE,1,0.025,KEPT
paretic issues,SURFACE,1,0.025,KEPT
parkinson's disease,SURFACE,1,0.025,KEPT
parkinsonian,SURFACE,1,0.025,KEPT
parkinsonian disorders,SURFACE,1,0.025,KEPT
parkinsonian syndromes,SURFACE,1,0.025,KEPT
parkinsonian-type syndromes,SURFACE,1,0.025,KEPT
parkinsonism features,SURFACE,1,0.025,KEPT
parous woman,SURFACE,1,0.025,KEPT
participant,SURFACE,1,0.025,KEPT
participant's,SURFACE,1,0.025,KEPT
participants,SURFACE,1,0.025,KEPT
particle size,SURFACE,1,0.025,KEPT
particularly,SURFACE,1,0.025,KEPT
partner,SURFACE,1,0.025,KEPT
parvovirus b19,SURFACE,1,0.025,KEPT
"parvovirus b19, hantavirus)",SURFACE,1,0.025,KEPT
pasp,SURFACE,1,0.025,KEPT
patau syndrome,SURFACE,1,0.025,KEPT
patau syndrome**,SURFACE,1,0.025,KEPT
patchy infiltrates,SURFACE,1,0.025,KEPT
patency,SURFACE,1,0.025,KEPT
patent ductus arteriosus,SURFACE,1,0.025,KEPT
path forward,SURFACE,1,0.025,KEPT
pathogen,SURFACE,1,0.025,KEPT
pathogenesis,SURFACE,1,0.025,KEPT
pathogenic mutations,SURFACE,1,0.025,KEPT
pathogenic virus,SURFACE,1,0.025,KEPT
pathogenicity,SURFACE,1,0.025,KEPT
pathologic evaluation,SURFACE,1,0.025,KEPT
pathological analysis,SURFACE,1,0.025,KEPT
pathological process,SURFACE,1,0.025,KEPT
pathologist,SURFACE,1,0.025,KEPT
pathology**,SURFACE,1,0.025,KEPT
pathophysiological,SURFACE,1,0.025,KEPT
pathophysiology,SURFACE,1,0.025,KEPT
patient assessment,SURFACE,1,0.025,KEPT
patient case:**,SURFACE,1,0.025,KEPT
"patient case:**

i",SURFACE,1,0.025,KEPT
"patient case:**

thank",SURFACE,1,0.025,KEPT
patient communication,SURFACE,1,0.025,KEPT
patient context,SURFACE,1,0.025,KEPT
patient development,SURFACE,1,0.025,KEPT
patient diagnosis,SURFACE,1,0.025,KEPT
patient education,SURFACE,1,0.025,KEPT
patient education early**,SURFACE,1,0.025,KEPT
patient evolution,SURFACE,1,0.025,KEPT
patient histography,SURFACE,1,0.025,KEPT
patient lacks,SURFACE,1,0.025,KEPT
patient overview,SURFACE,1,0.025,KEPT
patient response,SURFACE,1,0.025,KEPT
patient samples,SURFACE,1,0.025,KEPT
patient stayed,SURFACE,1,0.025,KEPT
patient!,SURFACE,1,0.025,KEPT
patient's age,SURFACE,1,0.025,KEPT
patient's age**,SURFACE,1,0.025,KEPT
patient's care plan,SURFACE,1,0.025,KEPT
patient's care!,SURFACE,1,0.025,KEPT
patient's condition,SURFACE,1,0.025,KEPT
patient's cough,SURFACE,1,0.025,KEPT
patient's death,SURFACE,1,0.025,KEPT
patient's decline,SURFACE,1,0.025,KEPT
patient's epiglottis,SURFACE,1,0.025,KEPT
patient's family,SURFACE,1,0.025,KEPT
patient's history of complex,SURFACE,1,0.025,KEPT
patient's profile,SURFACE,1,0.025,KEPT
patient's reproductive,SURFACE,1,0.025,KEPT
patient's situation,SURFACE,1,0.025,KEPT
patient's tumor,SURFACE,1,0.025,KEPT
patient**,SURFACE,1,0.025,KEPT
patient-centered,SURFACE,1,0.025,KEPT
patient-centered outcomes,SURFACE,1,0.025,KEPT
patient-centered plan,SURFACE,1,0.025,KEPT
patient-derived cellular models,SURFACE,1,0.025,KEPT
patient-specific presentations,SURFACE,1,0.025,KEPT
patient\u2019s height sds,SURFACE,1,0.025,KEPT
patient’s daily,SURFACE,1,0.025,KEPT
patient’s death,SURFACE,1,0.025,KEPT
patient’s developmental,SURFACE,1,0.025,KEPT
patient’s family,SURFACE,1,0.025,KEPT
patient’s growth,SURFACE,1,0.025,KEPT
patient’s growth hormone deficiency,SURFACE,1,0.025,KEPT
patient’s immunodeficiency,SURFACE,1,0.025,KEPT
patient’s joint,SURFACE,1,0.025,KEPT
patient’s management,SURFACE,1,0.025,KEPT
patient’s neurologic status,SURFACE,1,0.025,KEPT
patient’s prognosis,SURFACE,1,0.025,KEPT
patient’s pulmonary pressures,SURFACE,1,0.025,KEPT
patient’s recurrent abdominal pain,SURFACE,1,0.025,KEPT
patient’s state,SURFACE,1,0.025,KEPT
patient’s tall stature,SURFACE,1,0.025,KEPT
patient’s trajectory,SURFACE,1,0.025,KEPT
patterned,SURFACE,1,0.025,KEPT
patterned dystrophies,SURFACE,1,0.025,KEPT
pc=42,SURFACE,1,0.025,KEPT
pc=47,SURFACE,1,0.025,KEPT
pc=51,SURFACE,1,0.025,KEPT
pcr**,SURFACE,1,0.025,KEPT
pda,SURFACE,1,0.025,KEPT
pdi,SURFACE,1,0.025,KEPT
pdms-2,SURFACE,1,0.025,KEPT
peabody developmental motor scale ii,SURFACE,1,0.025,KEPT
peak times,SURFACE,1,0.025,KEPT
pectoralis major,SURFACE,1,0.025,KEPT
pediatric rheumatology,SURFACE,1,0.025,KEPT
peer,SURFACE,1,0.025,KEPT
peers,SURFACE,1,0.025,KEPT
peg-fed,SURFACE,1,0.025,KEPT
peg-shaped incisors,SURFACE,1,0.025,KEPT
pelvic,SURFACE,1,0.025,KEPT
pelvic abscess,SURFACE,1,0.025,KEPT
pelvic anatomy,SURFACE,1,0.025,KEPT
pelvic structures,SURFACE,1,0.025,KEPT
pelvic ultrasound,SURFACE,1,0.025,KEPT
pelvicalyceal system,SURFACE,1,0.025,KEPT
pelvis**,SURFACE,1,0.025,KEPT
"pelvis**
   - **comprehensive endocrine profile tests**",SURFACE,1,0.025,KEPT
pelvis** and **hysterosalpingography,SURFACE,1,0.025,KEPT
pelvocalyectasis,SURFACE,1,0.025,KEPT
penetrance,SURFACE,1,0.025,KEPT
people,SURFACE,1,0.025,KEPT
peptide antibodies,SURFACE,1,0.025,KEPT
percentile,SURFACE,1,0.025,KEPT
percentiles,SURFACE,1,0.025,KEPT
perform **anca antibody testing**,SURFACE,1,0.025,KEPT
perform **pcr,SURFACE,1,0.025,KEPT
performance,SURFACE,1,0.025,KEPT
"perimetry.\""\n",SURFACE,1,0.025,KEPT
perinatal history,SURFACE,1,0.025,KEPT
perindopril,SURFACE,1,0.025,KEPT
periodic edema,SURFACE,1,0.025,KEPT
periodic fever syndrome**,SURFACE,1,0.025,KEPT
periodic fevers,SURFACE,1,0.025,KEPT
perioperative,SURFACE,1,0.025,KEPT
peripheral blood karyotype,SURFACE,1,0.025,KEPT
peripheral blood lymphocyte subset analysis**,SURFACE,1,0.025,KEPT
peripheral blood smears,SURFACE,1,0.025,KEPT
peripheral edema,SURFACE,1,0.025,KEPT
peripheral neuropathies,SURFACE,1,0.025,KEPT
peripheral oxygen saturation,SURFACE,1,0.025,KEPT
peripheral pulses,SURFACE,1,0.025,KEPT
peripheral retina,SURFACE,1,0.025,KEPT
peripheral tortuous vessels,SURFACE,1,0.025,KEPT
peripheral vision,SURFACE,1,0.025,KEPT
periprocedural management,SURFACE,1,0.025,KEPT
permanent teeth,SURFACE,1,0.025,KEPT
persist,SURFACE,1,0.025,KEPT
persisted,SURFACE,1,0.025,KEPT
persistence,SURFACE,1,0.025,KEPT
persistent cough,SURFACE,1,0.025,KEPT
persistent deficiency,SURFACE,1,0.025,KEPT
persistent edema,SURFACE,1,0.025,KEPT
persistent headache,SURFACE,1,0.025,KEPT
persistent hypertension,SURFACE,1,0.025,KEPT
persistent hypertension**,SURFACE,1,0.025,KEPT
persistent symptoms,SURFACE,1,0.025,KEPT
person,SURFACE,1,0.025,KEPT
personal,SURFACE,1,0.025,KEPT
personal history,SURFACE,1,0.025,KEPT
personal life,SURFACE,1,0.025,KEPT
personality,SURFACE,1,0.025,KEPT
personalized,SURFACE,1,0.025,KEPT
persons,SURFACE,1,0.025,KEPT
perspective**,SURFACE,1,0.025,KEPT
pertinent aspects,SURFACE,1,0.025,KEPT
pertinent consideration,SURFACE,1,0.025,KEPT
pertinent differentials,SURFACE,1,0.025,KEPT
pertinent points,SURFACE,1,0.025,KEPT
pet imaging**,SURFACE,1,0.025,KEPT
pet scan,SURFACE,1,0.025,KEPT
pet scans,SURFACE,1,0.025,KEPT
pet scans**,SURFACE,1,0.025,KEPT
pet/ct scan,SURFACE,1,0.025,KEPT
pet/ct scan)**,SURFACE,1,0.025,KEPT
"pet/ct scan)**

4. **areas of disagreement**",SURFACE,1,0.025,KEPT
pfeiffer syndrome,SURFACE,1,0.025,KEPT
pfts,SURFACE,1,0.025,KEPT
phagocyte function,SURFACE,1,0.025,KEPT
phalanx,SURFACE,1,0.025,KEPT
phase consideration,SURFACE,1,0.025,KEPT
phases,SURFACE,1,0.025,KEPT
phenobarbital,SURFACE,1,0.025,KEPT
phenomena,SURFACE,1,0.025,KEPT
phenomenon,SURFACE,1,0.025,KEPT
phenotypic abnormalities,SURFACE,1,0.025,KEPT
phenotypic spectrum,SURFACE,1,0.025,KEPT
phenotypical presentation,SURFACE,1,0.025,KEPT
phenylephrine,SURFACE,1,0.025,KEPT
philtrum,SURFACE,1,0.025,KEPT
phlebotomist,SURFACE,1,0.025,KEPT
phocomelia,SURFACE,1,0.025,KEPT
phosphorus,SURFACE,1,0.025,KEPT
photon emission computed tomography,SURFACE,1,0.025,KEPT
photophobia,SURFACE,1,0.025,KEPT
photopic,SURFACE,1,0.025,KEPT
photoreceptor function,SURFACE,1,0.025,KEPT
photoreceptors,SURFACE,1,0.025,KEPT
physical abnormalities,SURFACE,1,0.025,KEPT
physical anomalies,SURFACE,1,0.025,KEPT
physical changes,SURFACE,1,0.025,KEPT
physical disabilities,SURFACE,1,0.025,KEPT
physical dysmorphic,SURFACE,1,0.025,KEPT
physical health,SURFACE,1,0.025,KEPT
physical imaging,SURFACE,1,0.025,KEPT
physical manifestations,SURFACE,1,0.025,KEPT
physical signs,SURFACE,1,0.025,KEPT
physicians,SURFACE,1,0.025,KEPT
physiological changes,SURFACE,1,0.025,KEPT
physiological complications,SURFACE,1,0.025,KEPT
physiological responses,SURFACE,1,0.025,KEPT
physiological stabilization,SURFACE,1,0.025,KEPT
physiological state,SURFACE,1,0.025,KEPT
physiotherapy,SURFACE,1,0.025,KEPT
pictures,SURFACE,1,0.025,KEPT
piece,SURFACE,1,0.025,KEPT
pigment cells,SURFACE,1,0.025,KEPT
pigmentation,SURFACE,1,0.025,KEPT
pigmented,SURFACE,1,0.025,KEPT
pinkish,SURFACE,1,0.025,KEPT
pinpointing,SURFACE,1,0.025,KEPT
pints,SURFACE,1,0.025,KEPT
pip,SURFACE,1,0.025,KEPT
pituitary abnormalities,SURFACE,1,0.025,KEPT
pituitary adenomas,SURFACE,1,0.025,KEPT
pituitary tumors,SURFACE,1,0.025,KEPT
pkd,SURFACE,1,0.025,KEPT
placenta,SURFACE,1,0.025,KEPT
plan moving forward,SURFACE,1,0.025,KEPT
"plan moving forward:**

1",SURFACE,1,0.025,KEPT
plan recap,SURFACE,1,0.025,KEPT
planned management,SURFACE,1,0.025,KEPT
planning,SURFACE,1,0.025,KEPT
planning future care,SURFACE,1,0.025,KEPT
plasma aldosterone,SURFACE,1,0.025,KEPT
plasma amino acids,SURFACE,1,0.025,KEPT
plasma n-terminal pro-brain natriuretic peptide,SURFACE,1,0.025,KEPT
